,name,country,region,state,varietal,price,description,merchant,address
1899,Melka La Mekerra Red,United States,,California,Cabernet Sauvignon,$169.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1900,Campoviola Barbera d'Asti 2016,Italy,,Piedmont,Barbera,$13.99,Bright red color with aromas of berries and cherries. Fresh acidity with cherry and raspberry flavors with a surprising long finish....,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1901,Spottswoode Cabernet Sauvignon,United States,,California,Cabernet Sauvignon,$319.99,"The 2016 vintage is our 35th year crafting the Spottswoode Estate Cabernet Sauvignon, and our Winemaker and Vineyard Manager, Aron Weinkauf’s, fifth vintage at the helm. As stewards of a vineyard that was first planted in 1882, we believe that great wines are not made in a single vintage. They are a concrescence of the wisdom and experience handed down from previous generations and past growing ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1902,Michele Satta Bolgheri Rosso,United States,,California,Cabernet Sauvignon,$29.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1903,Michele Satta Piastraia Rosso,United States,,California,Cabernet Sauvignon,$39.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1904,Block 529 Carneros Chardonnay 2018,United States,Carneros,California,Chardonnay,$17.99,"""A touch of toasty hazelnut on the nose, this 2018 Chardonnay shows good body with stone fruit notes on the palate and interesting apple/pear notes on the lengthy finish. Perfect for some Camembert cheese or your favorite roast chicken dish!"" The Wine Buyer, 92 ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1905,Colgin Ix Estate Red 2016,United States,,California,Chardonnay,$649.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1906,Zuccardi Q Cabernet Franc,Argentina,,California,Chardonnay,$22.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1907,Espiritu de Chile Explorador Cabernet Sauvignon 2017,Chile,,California,Chardonnay,$19.99,"Vina Aresti is one of the most famous family-owned wine companies in Chile. Founded in 1951, when Vicente Aresti and his father-in-law, Alfredo López, established vineyards in the Curicó Valley. Today the company is under the leadership of his two daughters, Ana María and Begoña Aresti López. Located in the famous Curicó Valley, the family owns four estates that total 1,100 hectares, of which 350 ",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1908,Espiritu de Chile Explorador Sauvignon Blanc 2018,Chile,,California,Chardonnay,$19.99,"Vina Aresti is one of the most famous family-owned wine companies in Chile. Founded in 1951, when Vicente Aresti and his father-in-law, Alfredo López, established vineyards in the Curicó Valley. Today the company is under the leadership of his two daughters, Ana María and Begoña Aresti López. Located in the famous Curicó Valley, the family owns four estates that total 1,100 hectares, of which 350 ",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1909,Espiritu de Chile Intrepido Merlot 2017,Chile,,California,Chardonnay,$12.99,"Vina Aresti is one of the most famous family-owned wine companies in Chile. Founded in 1951, when Vicente Aresti and his father-in-law, Alfredo López, established vineyards in the Curicó Valley. Today the company is under the leadership of his two daughters, Ana María and Begoña Aresti López. Located in the famous Curicó Valley, the family owns four estates that total 1,100 hectares, of which 350 ",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1910,Perimeter Reserve Cabernet Sauvignon 2018,United States,Columbia Valley,Washington,Horse Heaven Hills,$19.99,"Known for their powerful, structured Cabernet Sauvignon, Washington State is the home to 100 Point wines like Quilceda Creek, Cayuse, and Leonetti Cellars. Amazing full-bodied reds that rival the best of Napa Valley, especially in a hot vintage like 2018.

Ideal conditions produced powerful wines with great elegance, and experts have long described Washington State Cabernet Sauvignon as having ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1911,Mastroberardino Fiano Radici,United States,,Washington,Horse Heaven Hills,$26.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1912,Trujillo Cabernet Sauvignon,United States,,California,Cabernet Sauvignon,$149.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1913,G Barge Cote Rotie Cotes Brune,France,,Rhone,Cabernet Sauvignon,$89.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1914,Elvio Cogno Barolo Elena 13,France,,Rhone,Cabernet Sauvignon,$159.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1915,Altar Uco Moderno Malbec,Argentina,,Rhone,Cabernet Sauvignon,$25.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1916,Stone Paddock Red Blend,New Zealand,,Rhone,Cabernet Sauvignon,$25.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1917,Paritua Hawkes Red Blend,New Zealand,,Rhone,Cabernet Sauvignon,$49.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1918,Berthaut Gerbet Fixin Les Clos,France,,Burgundy,Cabernet Sauvignon,$49.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1919,Peter Nicolay Wehl Sonn Spat,Germany,,Burgundy,Cabernet Sauvignon,$16.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1920,Aime Guthman Pinot Blanc,France,,Alsace,Cabernet Sauvignon,$15.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1921,La Croix Ducru Beaucaillou,France,,Bordeaux,Cabernet Sauvignon,$65.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1922,Capone Cabernet Sauvignon 2018,Chile,,Bordeaux,Cabernet Sauvignon,$12.99,"Originally found by our South American Buyer on a 4-hour trek from Santiago to Maule. This is the largest and oldest wine region in Chile's Central Valley, and the birthplace of the modern Cabernet boom in South America. Classic Cabernet Sauvignon with an eye towards Bordeaux. There's plenty of fruit, but also tobacco, herbaceous notes, and a finish that speaks to the complexity of the grape, ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1923,Vz Van Zellers Douro Red,Portugal,,Bordeaux,Cabernet Sauvignon,$29.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1924,Riposte Sabre Pinot Noir,Australia,,Bordeaux,Cabernet Sauvignon,$35.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1925,Jj Prum Wehlener Sonn Spat 18,Germany,,Bordeaux,Cabernet Sauvignon,$46.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1926,Zuccardi Poligonos Malbec,Argentina,,Bordeaux,Cabernet Sauvignon,$37.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1927,Block 113 Arroyo Seco Chardonnay 2018,United States,Monterey County,California,Arroyo Seco,$15.99,"The 2018 Riverstone Chardonnay exhibits youthful hues of light straw. The enticing aromas are reminiscent of white peach, apricot, ripe orange, and cocoa, and complemented by the palate flavors of citrus cream and nectarine. The rich texture and balance on the palate from aging sur lie gives way to flavors of vanilla, crème brûlée, and a touch of oak can be found on the long finish.""This ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1928,Kilikanoon Killermans Riesling,Australia,,California,Arroyo Seco,$26.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1929,Basatus Crozes Hermitage Emman,France,,Rhone,Arroyo Seco,$27.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1930,Gonzales Bastias Naranjo,Chile,,Rhone,Arroyo Seco,$34.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1931,Marfil Alella Blanca Classic,Spain,,Rhone,Arroyo Seco,$17.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1932,Caprasia Bobal Crianza Anfora,Spain,,Rhone,Arroyo Seco,$19.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1933,Michelini I Mufatto Mundo Zeppelling Palomino de Pueblo,Spain,,Rhone,Arroyo Seco,$32.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1934,Mundo Zeppelling Mencia,Spain,,Rhone,Arroyo Seco,$32.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1935,Casa Juan Señor de Lesmos Crianza,Spain,,Rhone,Arroyo Seco,$14.99,"As is the case with so many other great spots in Spain, Bodega Casa Juan is located opposite the village church, in the beautiful walled pueblo of Laguardia. The winery is a converted flour mill, featuring concrete tanks for fermenting and blending the wine; and for aging, barrels that are used for up to seven years. These are traditional Riojas in elaboration and spirit, though the site ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1936,Charvin Chat du Pape 17,France,,Rhone,Arroyo Seco,$75.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1937,Unshackled Red Blend,United States,,California,Arroyo Seco,$37.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1938,Unshackled Cabernet Sauvignon,United States,,California,Cabernet Sauvignon,$37.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1939,Matanzas Creek Sonoma Chard,United States,,California,Chardonnay,$25.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1940,Barefoot Cabernet Sauvignon,United States,,California,Chardonnay,$22.99,"Barefoot is honored to be the most awarded wine brand in the world for its innovative approach to winemaking and diverse collection of delicious, refreshing wines.

Barefoot Cabernet Sauvignon is one of the original and most traditional red wine types in the Barefoot portfolio. It has aromas of blackberry and notes that will surprise and delight as you enjoy the velvety, smooth finish....",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1941,Barefoot Chardonnay,United States,,California,Chardonnay,$22.99,"Barefoot is honored to be the most awarded wine brand in the world for its innovative approach to winemaking and diverse collection of delicious, refreshing wines.

Barefoot Chardonnay is the only white wine in the Barefoot portfolio that spends time on oak. Beautifully balanced, Barefoot Chardonnay is rich with refreshing apple aromas and flavors with layers of vanilla which lingers ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1942,Barefoot Moscato,United States,,California,Chardonnay,$22.99,"Barefoot is honored to be the most awarded wine brand in the world for its innovative approach to winemaking and diverse collection of delicious, refreshing wines.

Deliciously sweet, Barefoot Moscato is expressive in every way! Abundant jasmine floral aromas complement the tangerine and Mandarin orange tastes and sweet lime finish....",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1943,Barefoot Pinot Grigio,United States,,California,Chardonnay,$22.99,"Barefoot is honored to be the most awarded wine brand in the world for its innovative approach to winemaking and diverse collection of delicious, refreshing wines.

Barefoot Pinot Grigio is the number one selling Pinot Grigio in the US and the number one selling Pinot Grigio in the world! Beautifully balanced, vibrant and refreshing, enjoy the fresh pear aromas and flavors, and the ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1944,Apothic Cab (Cabernet Sauvignon),United States,,California,Cabernet Sauvignon,$13.99,"Apothic has been a true original from the start, crafting a rich and bold Red blend that launched a daring legacy. Visionary Winemaker Deb Juergenson continues to challenge convention with a portfolio of intriguing wines, including several limited release wines, like Apothic Cabernet....",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1945,Biblia Chora Agiorgitiko Ktima,United States,,California,Cabernet Sauvignon,$27.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1946,Tselepos Blanc Gris Moschofile,United States,,California,Cabernet Sauvignon,$23.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1947,Postmark Napa Cabernet,United States,,California,Cabernet Sauvignon,$45.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1948,Talenti Brunello Riserva 2012,United States,,California,Cabernet Sauvignon,$84.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
1949,Delaille Unique Sauvignon Blan,France,,Loire,Cabernet Sauvignon,$17.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
